1|임무용 아이템
1c84|죽음의 선고
1c85|죽음의 선고
1c86|암흑포
1c87|암흑포
1c8a|보이드 블리자가
1c8b|보이드 블리자쟈
1c8c|보이드 에어로라
1c8d|보이드 에어로가
1c8f|보이드 에어로쟈
1c90|보이드 데스
1c93|암흑포
1c95|맹렬한 바람
1c96|다라
1c98|어둠의 곡예
1c99|교묘한 술책
1c9a|웜홀
1c9f|마술 구체
1ca0|마술 구체
1ca1|폭발
1ca2|폭발
1ca3|광대의 답례
1ca4|광대의 춤
1ca5|광대의 춤
1ca6|약점 부여
1ca7|화염 순환
1ca8|화염 순환
1ca9|화염 순환
1caa|검은 불길
1cab|검은 불길
1cac|검은 바람
1cad|검은 전광
1cae|행운의 어릿광대
1caf|행운의 어릿광대
1cb0|얼음 낙하
1cb1|죽음의 낫
1cb2|마도 서슬발톱
1cb3|마도 레이저
1cb4|마도 미사일
1cb5|마도 갈고리
1cb6|마도 갈고리
1cb8|마도포
1cb9|동작 감지 교란
1cba|동작 감지 교란
1cbb|확산 레이저
1cbc|척탄
1cbd|비트 사출
1cbe|지원 요청
1cc0|맹공포
1cc1|무딘 칼날
1cc2|그리핀의 발톱
1cc3|그리핀의 부리
1cc4|플래시 파우더
1cc5|핏빛 칼날
1cc7|걷어차기
1cc8|쇠사슬
1cc9|교살
1cca|사자 머리
1ccb|갈매기 강하
1ccc|용해
1ccd|마도 갈고리
1cce|융단폭격
1ccf|융단폭격
1cd1|강습
1cd2|전력 강타
1cd3|그림자 응축
1cd4|그림자 해방
1cd5|개기식
1cd6|중재
1cd7|안식 기도
1cd8|성령의 권능
1cd9|결연한 수호자
1cda|맹공격
1cdb|격변
1cdc|뿌리치기
1cdd|원초의 해방
1cde|피의 열광
1cdf|종지부
1ce0|피보라
1ce1|흑야
1ce2|금강의 극의
1ce3|홍련의 극의
1ce4|도원결의
1ce5|음속 찌르기
1ce6|용의 시선
1ce7|환영 강타
1ce8|나스트론드
1ce9|두꺼비 소환술
1cea|육도윤회
1ceb|천지인
1cec|절대음감
1ced|방랑하는 음악가
1cee|맹독 화살
1cef|폭풍 화살
1cf0|대지신의 연가
1cf1|찬란한 화살
1cf2|냉각
1cf3|열분열탄
1cf4|열슬러그탄
1cf5|열정밀탄
1cf6|열기 조절
1cf7|급속출력: 룩
1cf8|룩 과부하
1cf9|비숍 과부하
1cfa|화염 방사
1cfb|문양 도약
1cfc|선더쟈
1cfd|삼연속 마법
1cfe|금지된 언어
1cff|에테르 서약
1d00|바이오가
1d01|미아즈가
1d02|루인쟈
1d03|바하무트 소환
1d04|비룡파
1d05|바하무트 점화
1d06|실바람
1d07|스톤쟈
1d08|신성한 축복
1d09|대사면
1d0a|심모원려책
1d0b|마염법
1d0c|연환계
1d0d|에테르 서약
1d0e|요정의 결합
1d0f|지상의 별
1d10|지상의 별 폭발
1d11|지상의 큰별 폭발
1d12|말레피가
1d13|소 아르카나
1d14|왕의 검
1d15|여왕의 날개
1d17|선더라
1d18|묘수
1d19|아크 몬
1d1a|에기의 가호
1d1b|비상
1d1d|그림자 강타
1d1e|그림자 회전
1d1f|그림자 회전
1d20|그림자 회전
1d21|암야
1d22|암야
1d23|그림자 꿰뚫기
1d24|찢어발기기
1d25|그림자 폭주
1d26|보이드의 불똥
1d27|파동 폭발
1d28|파동 폭발
1d29|파동 폭발
1d2a|파동 폭발
1d2b|서른 가시
1d2c|서른 가시
1d2d|서른 가시
1d2e|서른 가시
1d2f|서른 화살
1d30|서른 화살
1d31|서른 낫
1d32|서른 혼
1d33|서른 울음
1d34|눈부신 그림자
1d35|검풍
1d36|진풍
1d37|사풍
1d38|설풍
1d39|월광
1d3a|화차
1d3b|풍아
1d3c|만월
1d3d|앵화
1d3e|제비오름
1d3f|난설월화
1d40|천하오검
1d41|피안화
1d42|필살검: 진천
1d43|필살검: 구천
1d44|필살검: 효천
1d45|필살검: 야천
1d46|필살검: 회천
1d47|무사도
1d48|필살검: 홍련
1d49|묵상
1d4a|심안
1d4b|명경지수
1d4c|호랑나비
1d4d|필살검: 성안
1d4e|자안
1d4f|졸트
1d50|리포스트
1d51|버선더
1d52|코르 아 코르
1d53|버에어로
1d54|옭아매기
1d55|흩뿌리기
1d56|버파이어
1d57|버스톤
1d58|츠베르크하우
1d59|물리네
1d5a|버케알
1d5b|데플라스망
1d5c|르두블망
1d5d|플레슈
1d5e|가속화
1d5f|콩트르 식스트
1d60|성원
1d61|마나 증량
1d62|임팩트
1d63|버레이즈
1d64|졸트라
1d65|버플레어
1d66|버홀리
1d67|인리포스트
1d68|인츠베르크하우
1d69|인르두블망
1d6a|인물리네
1d6b|철벽 방어
1d6c|재활
1d6d|도발
1d6e|경각심
1d6f|앙갚음
1d70|간파
1d71|기피
1d72|말참견
1d73|최후통첩
1d74|비열한 기습
1d75|내단
1d76|피의 갈증
1d77|질타
1d78|기합
1d79|주의 전환
1d7a|진북
1d7b|목발
1d7c|거리 유지
1d7d|견제
1d7e|철책
1d7f|머리 쏘기
1d80|팔 쏘기
1d81|발 쏘기
1d82|다리 쏘기
1d83|책략가
1d84|생기
1d85|단체 질주
1d86|브레이크
1d87|견고한 마법
1d88|정신 교란
1d89|신속한 마법
1d8a|자각몽
1d8b|구원
1d8c|드레인
1d8d|마나 이동
1d8e|이레이즈
1d8f|성전 태세
1d90|에스나
1d91|눈에는 눈
1d92|자애
1d93|구출
1d94|프로테스
1d95|공격
1d96|마과학 레이저
1d97|마과학 레이저
1d98|마과학 레이저
1d99|에테르 굴절
1d9a|빛 기둥
1d9b|공성포
1d9c|착지
1d9d|광란의 태양
1d9e|가속 레이저
1d9f|확산 레이저
1da3|에테르 웅덩이
1da4|타오르는 별
1da5|빛 기둥
1da6|에테르 공급
1da7|에테르 유출
1da8|빛 기둥
1da9|광란의 태양
1daa|확산 레이저
1dab|공성포
1dad|대 야만신포
1dae|눈부신 그림자
1daf|초코보 인형
1db0|초코보 인형
1db1|꿈의 장막
1db2|돌개바람
1db3|눈바람
1db4|꽃바람
1db5|천하오검
1db6|일지태도
1db7|강화 회전베기
1db8|강화 상승격
1db9|강화 내려치기
1dba|화염탄
1dbb|마도 미사일
1dbc|마도 미사일
1dbd|유산탄
1dbe|유산탄
1dbf|웅장한 검격
1dc0|웅장한 타격
1dc1|마도 레이저
1dc2|자폭
1dc3|마도포
1dc4|마도 광자포
1dc5|확산 마도포
1dc6|고출력 마도포
1dc7|얼음불 문장
1dc8|바늘 산탄
1dc9|독소
1dca|깊은뿌리
1dcb|끔찍한 공기
1dcc|고브류 진공베기
1dcd|고브류 진공베기
1dce|쫘악
1dcf|콰앙
1dd0|작살질
1dd1|꼬리 찌르기
1dd2|작살
1dd3|용의 비행
1dd4|그림자 강타
1dd5|그림자 강타
1dd6|덮치기
1dd7|울부짖기
1dd8|화산재 폭발
1dd9|화산재 폭발
1dda|연옥의 불길
1ddb|혜성
1ddc|타오르는 별
1ddd|파이어
1dde|파이라
1ddf|탐욕스러운 입질
1de0|심연의 비명
1de1|격노한 턱
1de2|울부짖기
1de3|싸늘한 시선
1de4|절대영도
1de5|얼음 파괴
1de6|학살자의 발톱
1de7|회오리
1de8|회오리
1de9|십자바람
1dea|대회오리
1deb|학살자의 발톱
1dec|울부짖기
1ded|벼락 폭풍
1dee|벼락 폭풍
1def|번갯불
1df0|번갯불
1df1|지진의 비문
1df2|폭염의 비문
1df3|다크
1df4|다크
1df5|요마 소환
1df6|꼬리치기
1df7|증오의 절규
1df8|석화의 시선
1df9|미아즈마 브레스
1dfa|어둠의 가시
1dfb|사악한 눈길
1dfc|달콤한 검격
1dfd|보이드 파이쟈
1dfe|보이드 파이쟈
1dff|보이드 선더쟈
1e00|요마 소환
1e01|질척질척
1e02|피의 검
1e03|핏빛 비
1e04|현혹의 안개
1e05|암흑의 안개
1e06|보랏빛 안개
1e07|탐욕스러운 입질
1e08|심연의 비명
1e09|비상
1e0c|파이쟈
1e0d|컬랩스
1e0e|락 오브 에이지
1e0f|코 회초리
1e10|예리한 송곳니
1e11|낫꼬리
1e12|학살자의 발톱
1e13|도살자의 발톱
1e14|덮치기
1e15|야수의 발톱
1e16|포효
1e17|유니콘의 뿔
1e18|순수
1e19|마구 돌리기
1e1a|불태우기
1e1b|어둠의 파동
1e1e|타오르는 별
1e1f|타오르는 별
1e20|숙청
1e21|변이
1e22|쌍둥이 영혼
1e23|쌍둥이 영혼
1e24|화염창
1e25|귀신강하
1e26|서늘한 불덩이
1e27|변이
1e28|얼음과 불
1e29|매서운 얼음창
1e2a|꼬리 휩쓸기
1e2b|얼음 선풍
1e2c|남십자성
1e2d|남십자성
1e2e|鬼神：履行技スタート：演出アクション：ノーマル
1e2f|변이
1e30|아후라 마즈다
1e31|강력 찌르기
1e32|광포
1e33|메라시디아 메테오
1e34|혜성
1e35|메라시디아 파이어
1e36|메라시디아의 공포
1e37|티르핑
1e38|티르핑
1e39|파이가
1e3a|금속 가르기
1e3b|귀신의 발톱
1e3c|파동포
1e3d|파동포
1e3e|공격
1e3f|금속 가르기
1e40|금속 가르기
1e41|광대의 낫질
1e42|내동댕이
1e43|야만스러운 포효
1e44|고목의 분노
1e45|털깃
1e46|계시
1e47|홍련의 불꽃
1e48|메가 블래스터
1e49|블래스터
1e4a|전기 수염
1e4b|퀘이사
1e4c|뒷발길질
1e4d|천마의 울음소리
1e4e|이지태도
1e4f|삼지태도
1e50|공격
1e51|어둠의 강타
1e52|마과학 플레어
1e53|죽은 자의 잔존
1e54|광란의 태양
1e55|동방의 물약
1e57|임계 중력
1e58|화염창
1e59|화염창
1e5a|불의 각인
1e5b|얼음의 각인
1e5c|남극성
1e5d|북극성
1e5e|남극성
1e5f|북극성
1e60|얼음불 문장
1e61|블리자드
1e62|보이드 블리자드
1e63|석화의 시선
1e64|남극성
1e65|북극성
1e80|대분출
1e87|포박
1e88|연막탄
1e89|포박
1e8a|토네이도
1e8c|석화의 냉기
1e8d|극락의 바람
1e8f|물의 기운
1e90|바람의 기운
1e91|땅의 기운
1e92|휩쓸기
1e93|검기 해방
1e94|투구 가르기
1e95|포박
1e96|자폭
1e97|일섬
1e98|십자수리검
1e99|꼭두각시 소환
1e9b|꼭두각시 뇌둔술
1e9c|꼭두각시 뇌둔술
1e9d|바닥 뒤집기
1e9e|바닥 뒤집기
1e9f|자폭
1ea0|십자수리검
1ea1|소도
1ea2|거합 베기
1ea3|거합 마구베기
1ea4|참마도
1ea5|멧돼지사슴나비
1ea6|운증용변
1ea7|엽전 돌진
1ea8|엽전 돌진
1ea9|엽전 돌진
1eaa|덧없는 목숨
1eab|폭룡
1eac|승룡
1ead|화룡점정
1eae|사례금
1eaf|필살검: 지천
1eb0|지천 반격
1eb1|필살검: 조천
1eb2|겨루기
1eb3|플런지
1eb4|필살검: 제비
1eb5|생자필멸
1eb6|붉은 재앙
1eb7|다리 쳐내기
1eb8|금강 나찰충격권
1eb9|질풍 나찰충격권
1eba|홍련 나찰충격권
1ebb|거합술
1ebc|질풍의 극의
1ebd|요정의 결합 해제
1ebe|죽음의 가시
1ebf|요마 소환
1ec0|미니멈
1ec1|침 흘리기
1ec2|졸트
1ec3|버에어로
1ec4|버선더
1ec5|코르 아 코르
1ec6|인리포스트
1ec7|인츠베르크하우
1ec8|인르두블망
1ec9|데플라스망
1eca|버케알
1ecb|연소
1ecc|낙뢰
1ecd|초원의 지배자
1ece|태고의 용 꼬리
1ecf|이중 낙뢰
1ed0|이중 낙뢰
1ed1|우레
1ed2|우레
1ed3|대소용돌이
1ed4|포효
1ed5|불꽃
1ed6|날개바람
1ed7|급속 동결
1ed8|하강 기류
1ed9|하강 기류
1eda|하강 기류
1edc|고대의 원소
1edd|화염
1ede|압박
1edf|어부의 눈
1ee0|상어의 눈
1ee1|상어의 눈 2
1ee2|노련한 교환
1ee3|막대한 포획
1ee4|어부의 육감
1ee5|자연의 은총
1ee6|인양
1ee7|바다의 탐구자
1ee8|마도포
1ee9|마도 열기 갈고리
1eea|확산 레이저
1eeb|척탄
1eec|리미터 해제
1eed|맹렬한 포효
1eee|꼬리 매타작
1eef|꼬리 휘두르기
1ef0|발톱 난도질
1ef1|야성의 돌진
1ef2|맹렬한 돌진
1ef3|화염구
1ef4|화염의 숨결
1ef5|뼈대 흔들기
1ef7|흐느낌
1ef8|지반 붕괴
1ef9|돌진
1efa|우렁찬 외침
1efb|지진
1efc|돌진
1efd|파괴 재생
1efe|파괴 재생
1eff|시련
1f00|산성비
1f01|희생
1f02|천벌
1f03|파괴의 결말
1f04|허무한 눈동자
1f06|낙석
1f07|돌머리
1f08|자력
1f09|칼날 깃털
1f0a|바람 해방
1f0b|깃털 폭풍
1f0c|깃털 폭풍
1f0d|맹금류의 눈
1f0e|깃털 돌풍
1f0f|날갯짓
1f10|깃털 폭풍
1f11|깃털 쏘기
1f12|깃털 폭풍
1f13|지반 붕괴
1f14|바퀴
1f15|마도 파이라
1f16|마도 파이가
1f17|폭주
1f18|폭주
1f19|마도 파동탄
1f1a|마도 파동탄
1f1b|찌르기
1f1c|열풍살
1f1d|파이라
1f1e|블리자라
1f1f|선더라
1f20|범람
1f21|보호막 변환
1f22|보호막 변환
1f23|보호막 변환
1f24|반격
1f25|케투와 라후
1f26|케투 난도질
1f27|케투 금속 절단
1f28|케투 폭풍파
1f29|라후 폭파
1f2a|라후 원자 파동
1f2b|라후 혜성
1f2d|죽음의 비명
1f2e|유체 타격
1f2f|물장구
1f30|변화의 물결
1f31|폭포수
1f32|지목
1f33|자석
1f34|소금물 폭탄
1f35|물장구
1f36|살수포
1f37|전하 강타
1f38|붉은 조류
1f39|몸통 박기
1f3a|침수
1f3b|축출
1f3c|전하 소용돌이
1f3d|마법의 비문
1f3e|불꽃의 비문
1f3f|화염의 비문
1f40|지진의 비문
1f41|지진의 비문
1f42|폭염의 비문
1f43|점액 분무
1f44|하얀 숨결
1f45|비열한 채찍
1f46|충격파 발구르기
1f47|화산재 폭발
1f48|화산재 폭발
1f49|검은 피
1f4a|저주
1f4b|포식
1f4c|111톤즈 휘두르기
1f4d|1111톤즈 휘두르기
1f4e|11톤즈 후려치기
1f4f|인물리네
1f50|공복
1f51|다크 파이가
1f52|영혼 훔치기
1f53|파이어 버스트
1f54|피의 불꽃
1f55|죽음의 가시
1f56|무형의 갈채
1f57|물탄환
1f58|소용돌이
1f59|높은 밀물
1f5a|격렬한 진동
1f5b|격렬한 진동
1f5c|피의 범람
1f5d|그림자 공격
1f5e|그림자 흐름
1f60|밤의 서막
1f61|그림자 분열
1f62|그림자 흐름
1f63|악의
1f64|박치기
1f65|죽음의 전진
1f66|죽음의 후진
1f67|침울한 선율
1f68|보이드 워터가
1f69|소녀의 눈물
1f6a|원념탄
1f6b|표식
1f6c|도약 내리찍기
1f6d|죽음의 꼬리
1f6e|파멸 영역
1f6f|용암 분사
1f70|용암 분사
1f71|용암 분사
1f72|날카로운 일격
1f73|점액 방울
1f74|점액 방울
1f75|껍데기 파괴
1f76|シャコ：後ろに倒れる
1f77|シャコ：起き上がる
1f78|소화액
1f79|소화
1f7a|유혹
1f7b|태풍차기
1f7c|해저 화산
1f7d|분화
1f7e|노화
1f7f|회오리차기
1f80|짙은 안개
1f81|검은 파도
1f82|광기 어린 시선
1f83|透明：波紋
1f84|거품 작렬
1f85|기습 깨물기
1f86|기습 깨물기
1f87|마녀의 손톱
1f88|급습
1f89|불화살
1f8b|해일
1f8c|지옥의 화염
1f8d|심판의 벼락
1f8e|다이아몬드 더스트
1f8f|대지의 분노
1f90|대기 폭발
1f93|꼬리치기
1f95|원시별
1f96|운석 낙하
1f97|폭발성 부화
1f98|암흑물질
1f99|초신성
1f9a|초신성
1f9b|우레
1f9c|우레
1f9d|대지의 숨결
1f9e|대지의 숨결
1f9f|고드름 소환
1fa0|고드름 낙하
1fa1|고드름 돌진
1fa2|눈보라
1fa3|눈보라
1fa4|아크 몬
1fa5|아크 몬
1fa6|아크 라이
1fa7|아크 라이
1fa8|회전 돌진
1fa9|공격
1faa|해일
1fab|지옥의 화염
1fac|심판의 벼락
1fad|다이아몬드 더스트
1fae|대지의 분노
1faf|대기 폭발
1fb0|원점의 파이라
1fb1|원점의 프리즈
1fb2|원점의 선더
1fb3|파이어
1fb4|원점의 플레어
1fb5|합금 말뚝
1fb6|불멸의 불꽃
1fb7|기뢰 사출
1fb8|발포
1fb9|발포
1fba|자폭
1fbb|원시별
1fbc|왕실의 낙인
1fbd|왕실의 낙인
1fbe|비열한 기습
1fbf|암석 투하
1fc0|암석 투하
1fc1|빛나는 검
1fc2|빛의 폭렬
1fc3|성광 폭렬
1fc4|성광 폭렬
1fc5|급습
1fc6|승리의 참격
1fc7|질풍격
1fc8|강진격
1fc9|강진격
1fca|풍래검
1fcb|풍래검
1fcc|날의 비검
1fcd|날의 비검
1fd0|화염 사슬
1fd1|덮치기
1fd3|방사형 블래스터
1fd4|광범위 블래스터
1fd5|투쟁 본능
1fd6|전하 폭발
1fd7|뜨거운 번개
1fd8|뜨거운 번개
1fd9|사연속 베기
1fda|사중 대회전
1fdb|전후 베기
1fdc|좌우 베기
1fdd|베기
1fde|간파
1fe0|반격
1fe1|시련의 각인
1fe2|시련의 각인
1fe3|고행
1fe4|고행
1fe5|영혼의 선풍각
1fe6|영혼의 혈도 찌르기
1fe7|진령파
1fe8|열상
1fe9|쌍표범 소환
1fea|격돌
1feb|쌍표격
1fed|파신권
1fee|투령탄
1fef|쌍표창연격
1ff0|랄거의 주먹
1ff1|랄거의 충격
1ff2|흡마
1ff3|흡마
1ff4|회전 돌진
1ff5|파라이가
1ff6|격렬한 진동
1ff7|바닷가시 천가시
1ff8|폭주
1ff9|육중한 사격
1ffa|육중한 일격
1ffb|내동댕이
1ffc|마구 돌리기
1ffd|쥐어박기
1ffe|낫꼬리
1fff|학살자의 발톱
2000|도살자의 발톱
2001|투석
2002|요사스러운 빛
2003|수상한 빛
2004|썩은 물보라
2005|늪지 폭탄
2006|페로몬 누출
2007|독침
2008|벌독 분무
2009|바늘 관통
200a|번개 침
200b|황금 발톱
200c|자유낙하
200d|고산 기류
200e|겨울 바람
200f|시련의 각인
2010|물덩어리
2011|물덩어리
2012|アクアボール：肥大1：竜宮城：ボス1
2013|アクアボール：肥大2：竜宮城：ボス1
2014|破裂
2015|쓴 이끼
2016|통타
2017|사념
2018|보이드의 불똥
2019|쥐어박기
201a|보이드의 짙은 어둠
201b|마법 작렬
201c|강력 공격
201d|나선 해협
201e|나선 해협
201f|야타의 거울
2020|산바람
2021|검압
2022|아메노무라쿠모
2023|해풍참
2024|바위 숨기기
2025|바위 조이기
2026|내기 선언
2027|내기 선언
2028|바다 가르기
2029|바다 가르기
202a|바다 가르기
202b|바다 가르기
202c|강력 공격
202d|나선 해협
202e|나선 해협
202f|야타의 거울
2030|산바람
2031|검압
2032|아메노무라쿠모
2033|해풍참
2034|바위 숨기기
2035|바위 조이기
2036|내기 선언
2037|내기 선언
2038|바다 가르기
2039|바다 가르기
203a|바다 가르기
203b|바다 가르기
203c|우레
203d|감전
203e|재앙거품 부착
203f|재앙거품
2040|야사카니의 곡옥
2041|구름 방전
2042|내기 선언
2043|방전
2044|방전
2045|보이드의 불똥
2046|대상 찾기
2047|조준
2048|꼬리 레이저
2049|꼬리 레이저
204a|꼬리 레이저
204b|꼬리 레이저
204c|꼬리 레이저
204d|전자기장
204e|두뇌 장악
204f|마나 폭발
2050|마도 교란기
2054|마도 레이저
2055|잡아채기
2057|출격 명령
2058|공격 명령
2059|자폭 명령
205a|마도 유탄
205b|가속 레이저
205c|자폭
205d|유사 마법
205e|유사 마법
2060|부동삼단
2061|부동삼단
2062|부동삼단
2065|풍단일섬
2066|뇌절일섬
2068|요도일섬
2069|요도일섬
206b|무명섬
206c|지맥 끊기
206d|압축 검기
206f|비검 풍뇌요
2070|비검 풍뇌요
2071|맹돌진
2072|참마도
2073|표식
2074|포격
2075|포격
2076|건블레이드
2077|진홍빛 열선
2078|불꽃 화환
2079|피루엣
207a|영혼 훔치기
207b|보이드의 사악
207c|파동 폭발
207d|파동 폭발
207e|폭주
207f|다라니
2080|백렬권
2082|출격
2083|열풍살
2084|별 폭발
2085|마도 파동탄
2086|케투 리미터 해제
2087|라후 리미터 해제
2088|라후 혜성
2089|라후 혜성
208a|돌진
208b|케투 난도질
208c|케투 난도질
208d|바위 뒤섞기
208e|라후 폭파
208f|라후 폭파
2090|마도 파동탄
2091|파멸의 종착역
2093|마법의 비문
2094|확산 레이저
2095|동작 감지 교란
2096|동작 감지 교란
2097|순수
2098|지원 요청
2099|해골의 처형대
209a|해골의 처형대
209b|마도포
209c|확산 레이저
209d|합금 말뚝
209e|갈레안 파이어
209f|갈레안 파이어
20a0|자폭
20a1|마도 레이저
20a2|죽음의 원
20a3|대형 마도 미사일
20a4|마도 미사일
20a5|마도 미사일
20a6|마도 미사일
20a7|사슬 지뢰
20a8|전기톱
20a9|전기톱
20aa|기관총
20ab|기관총
20ac|시한폭탄
20ad|시한폭탄
20ae|기화폭탄
20af|기화폭탄
20b1|격돌
20b2|명령
20b3|파멸의 종착역
20b4|분노의 돌진
20b5|위대한 대지
20b6|위대한 대지
20b7|원초의 불꽃
20b9|원초의 불꽃
20ba|맹공격
20bb|원초의 사랑
20bc|원초의 사랑
20bd|사랑의 불꽃
20be|신들린 직감
20bf|초원을 태우는 불꽃
20c0|초원을 태우는 불꽃
20c1|초원을 지배하는 불꽃
20c2|초원을 지배하는 불꽃
20c3|엄니 박치기
20c4|대지의 열정
20c5|대지의 열정
20c6|도끼 던지기
20c7|일대일 결투
20c8|나아마의 별똥별
20c9|나아마의 별똥별
20ca|마를 쫓는 풀바람
20cb|종언의 산맥
20cc|불꽃
20cd|아랑설풍
